protein1,protein2,combined_score
1718,2804,859
1718,5931,800
1718,4456,600
1718,1562,800
1718,3374,236
1718,2658,608
1718,4661,179
1718,2515,800
1718,1194,185
1718,795,995
1718,1814,607
1718,5100,627
1718,1429,177
1718,5316,177
1718,4008,900
1718,2497,800
1718,4110,600
1718,4339,857
1718,4306,345
1718,414,152
1718,2408,900
1718,2600,973
1718,1928,973
1718,3373,900
1718,1110,263
1718,5151,185
1718,5089,600
1718,2808,900
1718,1709,900
1718,5048,641
1718,5322,600
1718,5306,959
1718,3315,315
1718,3896,540
1718,1522,159
1718,3531,994
1718,2819,999
1718,1074,600
1718,5822,984
1718,958,619
1718,5090,800
1718,828,973
1718,2896,916
1718,3291,997
1718,3340,239
1718,5068,184
1718,2297,996
1718,4503,600
1719,4458,289
1719,772,463
1719,1974,878
1719,4142,980
1719,4306,223
1719,3683,171
1719,3340,593
1719,5313,171
1719,2240,992
1719,775,335
1719,614,198
1719,4728,177
1719,5673,181
1719,5584,604
1719,2302,181
1719,3864,315
1719,1593,195
1719,4050,438
1719,4904,191
1719,2864,286
1719,3770,171
1719,5609,152
1719,3849,351
1719,1976,191
1719,4685,922
1719,5679,181
1719,5455,196
1719,5667,756
1719,1739,152
1719,3271,198
1719,1090,992
1719,2934,181
1719,4001,155
1719,2470,203
1719,1363,274
1719,5596,167
1719,1660,996
1719,150,315
1719,1708,286
1719,2118,978
1719,5540,927
1719,3183,294
1719,295,997
1719,5475,196
1719,2184,996
1719,2986,308
1719,1123,222
1719,4751,179
1719,5595,286
1719,3707,308
1719,5846,996
1719,901,965
1719,3024,152
1719,739,181
1719,1490,998
1719,1569,996
1719,3125,996
1719,4245,339
1719,1810,779
1719,3752,227
1719,2622,999
1719,4733,286
1719,4213,181
1719,3230,200
1719,3878,193
1719,767,171
1719,1313,171
1719,4892,286
1719,991,386
1719,731,994
1719,465,152
1719,4660,208
1719,4494,210
1719,4551,183
1719,4069,996
1719,283,999
1719,907,181
1719,1019,932
1719,2197,171
1719,2739,958
1719,1082,193
1719,3568,270
1719,4556,181
1719,5555,947
1719,1776,461
1719,4119,305
1719,1652,179
1719,1995,198
1719,2311,225
1719,3554,999
1719,2201,996
1719,752,198
1719,4352,686
1719,4442,967
1719,847,156
1719,4469,998
1719,898,158
1719,1386,198
1719,2265,158
1719,955,270
1719,1814,192
1719,4786,922
1719,3616,171
1719,4140,229
1719,1232,191
1719,3655,947
1719,4568,181
1719,3496,152
1719,3426,999
1719,3134,245
1719,658,191
1719,350,585
1719,3138,198
1719,4931,286
1719,50,998
1719,1904,158
1719,1410,996
1719,23,188
1719,5911,402
1719,4916,152
1719,893,289
1719,721,966
1719,4566,193
1719,1493,155
1719,193,179
1719,1673,198
1719,3528,152
1719,1319,312
1719,3494,682
1719,2852,938
1719,3631,217
1719,950,909
1719,5728,301
1719,4414,294
1719,2361,158
1719,3028,315
1719,3753,981
1719,441,181
1719,4620,191
1719,1712,265
1719,3950,304
1719,400,155
1719,3609,981
1719,4029,200
1721,4833,998
1721,5124,177
1721,91,816
1721,2004,203
1721,1358,161
1721,2538,286
1721,1711,203
1721,318,511
1721,2974,946
1721,4414,156
1721,5728,164
1721,5503,375
1721,5683,811
1721,4808,250
1721,1844,203
1721,4510,355
1721,3905,273
1721,5257,773
1721,3671,203
1721,4960,379
1721,1831,636
1721,1559,200
1721,5788,319
1721,3934,250
1721,33,181
1721,3876,203
1721,433,790
1721,2904,315
1721,140,319
1721,841,453
1721,3453,250
1721,1026,167
1721,3170,999
1721,5461,315
1721,5667,286
1721,2052,199
1721,4044,159
1721,1027,264
1721,2802,203
1721,542,281
1721,5392,203
1721,4264,347
1721,2815,286
1721,655,486
1721,5048,999
1721,2313,213
1721,3919,714
1721,5470,963
1721,4306,764
1721,204,208
1722,5625,520
1722,791,171
1722,1028,483
1722,5340,317
1722,2087,571
1722,2994,161
1722,65,887
1722,606,328
1722,5350,315
1722,730,315
1722,4363,161
1722,63,898
1722,36,175
1722,263,191
1722,1493,155
1722,784,191
1722,1758,161
1722,2069,960
1722,4781,407
1722,1023,191
1722,5334,520
1722,1879,618
1722,5242,177
1722,1929,624
1722,3302,462
1722,3221,489
1722,3509,234
1722,4446,366
1722,3504,161
1722,96,177
1722,5815,345
1722,2302,215
1722,2804,229
1722,611,161
1722,806,571
1722,1706,339
1722,2860,161
1723,5890,192
1723,1712,165
1723,3310,171
1723,1069,185
1723,5080,227
1723,4060,177
1723,4221,153
1723,4686,181
1723,4924,325
1723,4030,284
1723,238,171
1723,2167,284
1723,5704,284
1723,364,321
1723,4583,171
1723,4582,171
1723,1976,315
1723,2470,165
1723,2363,284
1723,3481,284
1724,847,247
1724,1120,363
1724,1679,311
1724,1386,241
1724,2964,386
1724,214,200
1724,4352,711
1724,4572,267
1724,2369,212
1724,680,169
1724,1101,815
1724,2040,311
1724,3374,184
1724,4568,159
1724,3007,340
1724,5097,152
1724,3772,226
1724,1194,184
1724,204,210
1724,4660,354
1724,4665,685
1724,907,159
1724,5844,166
1724,5151,184
1724,4370,155
1724,1995,241
1724,4556,159
1724,2025,557
1724,950,431
1724,4418,169
1724,2182,738
1724,2526,252
1724,5230,241
1724,3948,250
1724,261,242
1724,5166,368
1724,91,187
1724,441,159
1724,1712,525
1724,5519,315
1724,2993,159
1724,3934,167
1724,3138,241
1724,350,159
1724,4931,407
1724,5833,242
1724,3496,227
1724,2093,188
1724,3528,168
1724,1673,265
1724,3288,175
1724,4808,167
1724,4468,293
1724,4916,332
1724,1976,179
1724,5679,159
1724,1739,448
1724,3271,241
1724,5667,369
1724,3864,881
1724,4869,242
1724,3453,666
1724,5641,177
1724,5192,369
1724,4958,352
1724,2470,525
1724,5120,193
1724,4180,213
1724,5673,159
1724,3340,340
1724,2045,242
1724,828,373
1724,5094,492
1724,1134,881
1724,4929,183
1724,5443,241
1724,739,159
1724,4156,193
1724,1698,526
1724,2486,193
1724,4213,159
1724,5104,538
1724,3605,171
1724,5896,155
1724,5432,167
1724,627,183
1724,36,173
1724,2281,189
1724,1670,156
1724,901,173
1724,3024,168
1724,2712,414
1724,1123,257
1725,3843,430
1725,2715,151
1725,1809,506
1725,258,228
1725,289,524
1725,2537,340
1725,5730,194
1725,3772,198
1725,4638,184
1725,1031,805
1725,5339,339
1725,1637,188
1725,4572,582
1725,1001,471
1725,1616,254
1725,2020,212
1725,847,158
1725,2954,252
1725,1776,325
1725,2180,242
1725,1652,376
1725,5032,186
1725,2664,325
1725,1005,208
1725,4796,315
1725,2680,274
1725,1062,770
1725,465,183
1725,5022,450
1725,4056,242
1725,1082,240
1725,654,593
1725,400,252
1725,3950,315
1725,2685,216
1725,822,208
1725,5928,281
1725,2789,185
1725,1174,274
1725,969,212
1725,4888,432
1725,1459,173
1725,3397,288
1725,3948,452
1725,4675,297
1725,3572,211
1725,3887,511
1725,4295,356
1725,2783,191
1725,5053,183
1725,3280,313
1725,2541,285
1725,4039,224
1725,4808,739
1725,1444,296
1725,23,393
1725,971,212
1725,5350,499
1725,1114,303
1725,4725,159
1725,670,303
1725,1493,549
1725,1673,690
1725,4265,357
1725,4390,212
1725,34,408
1725,3774,511
1725,720,161
1725,2965,161
1725,3905,214
1725,3934,312
1725,5215,285
1725,3138,240
1725,843,324
1725,4731,197
1725,5050,315
1725,5341,274
1725,4434,173
1725,1448,719
1725,5600,548
1725,4001,549
1725,795,484
1725,5492,173
1725,3862,197
1725,3908,320
1725,541,315
1725,5668,221
1725,4958,382
1725,1655,321
1725,5540,175
1725,3204,155
1725,2348,177
1725,4909,208
1725,4869,681
1725,2302,414
1725,5850,175
1725,44,212
1725,5287,315
1725,5679,377
1725,1976,315
1725,5720,191
1725,4032,315
1725,5231,357
1725,4028,160
1725,2832,189
1725,592,467
1725,5310,315
1725,107,377
1725,3749,236
1725,1024,212
1725,1415,189
1725,4180,208
1725,2939,329
1725,2092,274
1725,2807,593
1725,2313,601
1725,549,274
1725,1523,315
1725,5777,288
1725,1662,227
1725,2363,276
1725,4573,198
1725,3590,211
1725,2409,690
1725,5799,494
1725,3013,339
1725,744,404
1725,5909,250
1725,2217,430
1725,1260,486
1725,4343,315
1725,2202,164
1725,4261,325
1725,766,394
1725,238,209
1725,3309,282
1725,4596,185
1725,2320,303
1725,2503,322
1725,416,275
1725,2350,173
1725,4681,274
1725,1868,292
1725,3595,179
1725,4967,297
1725,5902,218
1725,3024,207
1725,901,173
1725,5453,329
1725,4925,358
1725,5084,381
1725,3845,158
1725,355,188
1725,5820,223
1725,5788,214
1725,1121,333
1725,5475,226
1725,2265,430
1725,3451,274
1725,433,202
1725,1054,286
1725,4147,203
1725,5864,593
1725,2658,372
1725,5390,216
1725,140,156
1725,922,423
1725,2923,327
1725,634,467
1725,1229,222
1725,4518,329
1725,4524,181
1725,4064,434
1725,5461,181
1725,3010,375
1725,175,188
1725,2964,290
1725,1386,457
1725,1120,315
1725,3459,189
1725,5328,553
1725,2102,730
1725,133,236
1725,1995,240
1725,4579,190
1725,1361,169
1725,2163,274
1725,1494,228
1725,2165,407
1725,4999,340
1725,5151,504
1725,204,209
1725,4411,191
1725,59,363
1725,2615,177
1725,261,363
1725,4619,593
1725,5644,220
1725,1680,402
1725,1305,177
1725,4639,159
1725,2261,207
1725,1468,186
1725,2360,167
1725,5727,356
1725,4414,612
1725,5728,635
1725,151,189
1725,5911,315
1725,1869,469
1725,992,681
1725,193,376
1725,3528,409
1725,4611,198
1725,3310,535
1725,2559,607
1725,5833,429
1725,3161,274
1725,2218,406
1725,1908,194
1725,5070,191
1725,2152,236
1725,2934,199
1725,141,224
1725,3802,185
1725,5160,356
1725,5596,252
1725,2857,315
1725,3341,193
1725,3453,473
1725,667,188
1725,5872,164
1725,4911,321
1725,3573,211
1725,5143,333
1725,4627,870
1725,2273,424
1725,2234,208
1725,3599,356
1725,854,196
1725,2052,156
1725,177,173
1725,5455,450
1725,3384,228
1725,3271,240
1725,1970,681
1725,5719,365
1725,5068,185
1725,2045,429
1725,1691,262
1725,845,472
1725,3413,322
1725,2390,211
1725,4264,873
1725,3317,205
1725,5463,383
1725,3816,274
1725,1522,214
1725,5065,269
1725,1304,370
1725,4331,228
1725,5797,190
1725,699,195
1725,47,183
1725,3567,189
1725,3441,286
1725,3813,465
1725,4428,406
1725,4502,185
1725,1367,221
1725,1499,185
1725,3611,197
1725,3993,274
1725,1727,158
1725,3588,483
1725,698,188
1725,3524,159
1725,2968,330
1725,3155,619
1725,970,212
1725,2622,286
1725,5576,159
1725,730,450
1725,2031,317
1725,4751,550
1725,606,171
1725,5523,171
1725,5595,171
1725,4111,221
1725,4583,209
1725,2825,454
1725,784,179
1725,4582,191
1725,3362,159
1725,412,175
1725,2207,557
1725,812,160
1725,2224,321
1725,5521,274
1725,4976,209
1725,957,624
1725,307,179
1725,2482,413
1725,1766,484
1726,563,315
1726,36,183
1726,4589,211
1726,5014,315
1726,1004,319
1726,5512,267
1726,843,315
1726,2482,315
1726,2303,954
1726,350,186
1726,1756,923
1726,5458,208
1726,5379,315
1726,3310,448
1726,4877,197
1726,5810,315
1726,3613,210
1726,441,186
1726,4213,186
1726,2339,438
1726,1437,208
1726,2503,333
1726,2771,212
1726,2350,169
1726,739,186
1726,4622,987
1726,1488,208
1726,5673,186
1726,5249,220
1726,1361,758
1726,2664,164
1726,5310,315
1726,5231,383
1726,4556,186
1726,3382,156
1726,2823,164
1726,3969,315
1726,600,341
1726,4536,664
1726,4351,315
1726,907,186
1726,1918,542
1726,4796,315
1726,4568,186
1726,2722,673
1726,2658,342
1726,2857,315
1726,5182,208
1726,667,464
1726,2355,208
1726,1809,479
1726,4434,169
1726,4448,315
1726,1753,411
1726,1386,362
1726,5679,186
1726,5770,197
1726,1976,315
1726,2801,756
1726,3645,164
1726,214,208
1727,5779,191
1727,4156,230
1727,3049,178
1727,318,569
1727,1588,409
1727,416,246
1727,4614,194
1727,1711,231
1727,5804,221
1727,2577,178
1727,602,178
1727,766,177
1727,4892,292
1727,5294,150
1727,4389,220
1727,310,235
1727,2486,230
1727,4960,264
1727,5432,435
1727,4628,187
1727,812,156
1727,5084,177
1727,5788,249
1727,3674,283
1727,1351,528
1727,899,178
1727,1075,293
1727,836,165
1727,679,238
1727,1725,158
1727,5902,153
1727,1917,235
1727,1027,238
1727,5448,297
1727,1976,315
1727,3770,286
1727,1970,215
1727,2052,249
1727,5600,312
1727,5316,191
1727,3728,187
1727,5160,249
1727,150,315
1727,841,238
1727,4868,156
1727,3816,249
1727,2092,249
1727,3683,286
1727,744,249
1727,5049,328
1727,1300,635
1727,4028,156
1727,655,695
1727,107,249
1727,2611,254
1727,5392,231
1727,4728,178
1727,447,171
1727,4295,249
1727,5264,191
1727,4418,649
1727,1147,185
1727,5727,249
1727,5611,463
1727,91,423
1727,5519,238
1727,2538,483
1727,2004,231
1727,5644,153
1727,1424,179
1727,34,177
1727,2955,187
1727,3671,269
1727,3905,156
1727,4453,432
1727,2034,575
1727,5371,178
1727,1844,231
1727,1106,165
1727,5946,159
1727,2820,310
1727,2976,430
1727,695,380
1727,5464,181
1727,2369,157
1727,752,695
1727,3450,156
1727,4395,283
1727,3607,156
1727,1753,209
1727,433,190
1727,2537,279
1727,163,495
1727,308,156
1727,3876,231
1727,1194,208
1727,4638,187
1727,2904,315
1727,140,249
1727,3374,460
1727,1031,158
1727,4999,177
1727,1590,242
1727,1023,235
1727,2680,249
1727,5151,208
1727,204,276
1727,1270,200
1727,3197,220
1727,2487,200
1727,2802,231
1727,2139,156
1727,2683,158
1728,5541,288
1728,1887,288
1729,5543,315
1729,4796,315
1729,1386,315
1729,1976,315
1730,4981,213
1730,3588,483
1730,4896,315
1730,1500,190
1730,36,173
1730,3399,299
1730,1976,315
1732,2615,295
1732,1976,315
1732,4180,495
1732,4925,315
1734,4796,315
1734,4344,321
1734,1976,315
1736,150,315
1736,4796,315
1739,3568,190
1739,5507,915
1739,3969,908
1739,4849,930
1739,4242,900
1739,5705,901
1739,907,301
1739,2530,200
1739,4551,198
1739,2239,928
1739,4660,315
1739,831,362
1739,4665,223
1739,2165,191
1739,3554,266
1739,2201,198
1739,2733,315
1739,3110,447
1739,2723,315
1739,1584,315
1739,5457,295
1739,4993,322
1739,4119,371
1739,3479,315
1739,2025,255
1739,1679,377
1739,1120,359
1739,1165,322
1739,175,333
1739,4469,175
1739,898,933
1739,4038,914
1739,5571,934
1739,3607,332
1739,5364,491
1739,4923,315
1739,4442,190
1739,2661,935
1739,5903,328
1739,4496,315
1739,1338,315
1739,2544,315
1739,5570,307
1739,3872,315
1739,3616,411
1739,954,914
1739,1828,315
1739,33,153
1739,2605,908
1739,3687,592
1739,1956,315
1739,4931,541
1739,5756,907
1739,1908,733
1739,2023,911
1739,2818,371
1739,4558,305
1739,5833,156
1739,3426,187
1739,5164,315
1739,1651,909
1739,1018,350
1739,4611,795
1739,2268,332
1739,1961,321
1739,3528,356
1739,4421,315
1739,3344,366
1739,3829,371
1739,1629,900
1739,641,315
1739,721,208
1739,4373,199
1739,893,422
1739,1410,150
1739,990,818
1739,203,362
1739,2697,315
1739,3753,171
1739,5728,177
1739,4414,177
1739,1345,519
1739,5890,535
1739,1563,321
1739,2771,325
1739,4335,315
1739,3819,900
1739,5123,315
1739,3104,908
1739,3360,369
1739,144,332
1739,5135,315
1739,4029,158
1739,3609,203
1739,261,387
1739,5519,196
1739,3178,330
1739,441,301
1739,4620,364
1739,2381,152
1739,2136,377
1739,3267,375
1739,1974,951
1739,4557,315
1739,3498,341
1739,1061,369
1739,4458,938
1739,5504,325
1739,1142,371
1739,3270,526
1739,5463,191
1739,3317,327
1739,5673,301
1739,2547,586
1739,4372,315
1739,1085,315
1739,1256,902
1739,4071,315
1739,5524,315
1739,5621,510
1739,2045,156
1739,3271,370
1739,3517,315
1739,1565,436
1739,5263,364
1739,3924,347
1739,2273,733
1739,5365,386
1739,191,935
1739,4320,930
1739,189,495
1739,4050,345
1739,3222,935
1739,156,315
1739,3342,334
1739,2898,900
1739,780,377
1739,4626,900
1739,2523,371
1739,141,171
1739,5904,930
1739,2465,312
1739,307,451
1739,1185,370
1739,1674,512
1739,2364,357
1739,2207,327
1739,1378,900
1739,3005,315
1739,3070,371
1739,3707,187
1739,3474,325
1739,1564,315
1739,5595,154
1739,1632,328
1739,606,315
1739,4617,345
1739,5932,315
1739,2712,363
1739,2622,199
1739,2254,908
1739,5944,304
1739,4471,362
1739,1966,513
1739,1392,315
1739,1227,909
1739,739,301
1739,2195,322
1739,1224,315
1739,1836,367
1739,4213,301
1739,3230,153
1739,4994,382
1739,1927,315
1739,1033,271
1739,4186,315
1739,579,511
1739,1872,357
1739,283,204
1739,3777,315
1739,4536,350
1739,4370,910
1739,4308,448
1739,145,315
1739,5249,325
1739,3841,303
1739,3930,315
1739,5396,617
1739,4035,325
1739,5809,364
1739,1160,315
1739,4556,301
1739,2441,315
1739,649,935
1739,5076,361
1739,384,303
1739,847,436
1739,680,221
1739,5030,526
1739,1001,319
1739,4352,191
1739,214,328
1739,4572,184
1739,3641,704
1739,1031,389
1739,4568,301
1739,3553,315
1739,768,322
1739,2753,315
1739,5730,181
1739,955,190
1739,1962,424
1739,3007,310
1739,5158,900
1739,2715,905
1739,50,196
1739,5542,315
1739,3275,315
1739,350,301
1739,411,953
1739,1316,322
1739,1319,187
1739,476,315
1739,5898,900
1739,4468,443
1739,2182,253
1739,660,508
1739,3318,315
1739,5166,217
1739,5293,375
1739,4464,315
1739,2993,900
1739,474,934
1739,822,332
1739,3950,315
1739,4829,154
1739,1712,527
1739,5342,315
1739,4142,205
1739,4486,191
1739,3089,315
1739,3790,315
1739,3394,315
1739,4573,407
1739,1880,900
1739,5120,191
1739,5699,621
1739,3700,305
1739,4180,355
1739,1539,463
1739,3648,518
1739,5094,842
1739,3854,908
1739,1989,362
1739,3340,345
1739,5231,296
1739,5877,315
1739,1719,152
1739,1440,315
1739,2213,950
1739,1976,352
1739,5679,301
1739,1141,338
1739,3286,315
1739,1917,336
1739,4869,156
1739,5540,192
1739,4958,355
1739,2902,371
1739,4661,367
1739,4277,962
1739,509,315
1739,1660,193
1739,1638,315
1739,5315,882
1739,1620,377
1739,5867,163
1739,5580,935
1739,4678,934
1739,2470,527
1739,5316,387
1739,3283,315
1739,5788,354
1739,2184,390
1739,5033,315
1739,4932,189
1739,627,908
1739,4589,325
1739,3977,352
1739,1724,448
1739,629,352
1739,3024,540
1739,2344,320
1739,3243,315
1739,1933,353
1739,3922,341
1739,5851,327
1739,1123,330
1739,597,315
1739,2986,187
1739,836,908
1739,2509,617
1739,4830,315
1739,3443,342
1739,3752,210
1739,4537,424
1739,5443,377
1739,1490,192
1739,1569,390
1739,3125,191
1739,4614,341
1739,1658,350
1739,4686,217
1739,4645,701
1739,731,171
1739,2429,315
1739,3008,315
1739,248,315
1739,2289,310
1739,5104,286
1739,4343,175
1739,5658,221
1740,216,288
1740,1976,315
1744,2658,906
1744,1358,937
1744,5863,994
1744,1809,965
1744,2753,939
1744,699,884
1744,4626,161
1744,3924,333
1744,3599,360
1744,2434,590
1744,4380,315
1744,5364,906
1744,4414,293
1744,4205,481
1744,3712,353
1744,5366,948
1744,160,999
1744,3402,856
1744,5464,999
1744,3588,315
1744,784,942
1744,5231,881
1744,2246,999
1744,5350,315
1744,1907,945
1744,404,495
1744,3138,169
1744,4831,315
1744,2394,400
1744,1872,996
1744,3674,403
1744,5270,999
1744,4186,999
1744,2482,909
1744,2364,999
1744,3310,462
1744,1858,943
1744,4542,999
1744,1561,912
1748,4194,345
1750,2571,493
1750,5601,687
1751,2394,365
1751,223,304
1751,1027,315
1751,1976,315
1751,3010,315
1751,843,315
1751,1506,720
1751,4135,900
1751,5818,483
1751,1120,955
1751,4757,867
1751,2965,952
1751,3588,315
1751,5237,315
1751,3691,981
1751,694,988
1751,5379,315
1751,1413,900
1751,3609,315
1751,459,900
1751,3723,900
1751,2857,315
1751,4299,159
1751,4656,926
1751,2004,965
1751,5540,302
1751,238,315
1751,1342,315
1751,2999,152
1751,91,315
1751,1640,915
1751,4016,900
1751,1776,974
1751,4030,927
1751,5787,222
1751,1497,365
1751,3878,181
1753,3242,153
1753,1267,311
1753,2537,158
1753,1955,187
1753,1232,175
1753,4796,315
1753,1082,175
1753,1652,800
1753,3888,373
1753,2664,222
1753,3647,321
1753,1726,411
1753,3950,315
1753,400,782
1753,5292,315
1753,34,158
1753,3134,175
1753,23,801
1753,1493,903
1753,3849,175
1753,3728,327
1753,343,179
1753,4001,796
1753,5600,167
1753,5309,315
1753,1654,224
1753,5310,315
1753,3749,192
1753,4614,497
1753,451,190
1753,4275,219
1753,766,158
1753,5432,427
1753,5084,158
1753,3015,170
1753,4628,188
1753,5820,156
1753,651,179
1753,3010,315
1753,1120,330
1753,5100,186
1753,4999,158
1753,5844,151
1753,1110,495
1753,2394,281
1753,1122,155
1753,3969,175
1753,2739,216
1753,1879,296
1753,5555,175
1753,133,192
1753,2360,172
1753,2434,276
1753,5728,473
1753,4414,538
1753,4620,173
1753,3310,332
1753,139,249
1753,658,175
1753,2152,192
1753,4931,194
1753,5340,918
1753,41,153
1753,5911,315
1753,5349,194
1753,4730,173
1753,193,798
1753,3528,278
1753,582,192
1753,2030,315
1753,4904,175
1753,273,306
1753,3599,305
1753,5263,173
1753,1948,219
1753,781,153
1753,2857,315
1753,5596,785
1753,783,153
1753,200,179
1753,3442,156
1753,4071,194
1753,2309,153
1753,1694,405
1753,4498,154
1753,1727,209
1753,2279,181
1753,1185,305
1753,2482,188
1753,3836,315
1753,4751,659
1753,36,183
1754,5464,293
1754,758,222
1754,1000,288
1754,191,288
1754,713,266
1754,310,173
1754,1651,288
1754,4796,315
1754,1023,242
1754,888,295
1754,4069,315
1754,1441,315
1754,2246,405
1754,5595,194
1754,4344,321
1754,790,191
1754,563,315
1756,2355,220
1756,2722,196
1756,5390,271
1756,5518,183
1756,214,205
1756,1386,362
1756,5461,315
1756,5770,187
1756,1488,208
1756,5249,917
1756,4622,998
1756,56,227
1756,1361,729
1756,5789,194
1756,3933,314
1756,3315,315
1756,2926,205
1756,4348,237
1756,600,187
1756,1726,923
1756,2685,271
1756,2885,258
1756,2771,198
1756,1114,271
1756,1444,271
1756,670,271
1756,4877,187
1756,4390,188
1756,5569,208
1756,2303,994
1756,843,315
1756,1531,183
1756,2023,313
1756,5182,208
1756,667,376
1756,2801,987
1756,44,191
1756,1967,161
1756,696,208
1756,2273,315
1756,1976,315
1756,5310,315
1756,1024,191
1756,4189,222
1756,1918,196
1756,4440,365
1756,3613,234
1756,5173,315
1756,2320,271
1756,5237,181
1756,2503,333
1756,3532,315
1756,62,800
1756,36,175
1756,4589,917
1756,629,157
1756,2106,250
1756,3346,290
1757,2182,156
1758,766,196
1758,5227,309
1758,4030,343
1758,737,258
1758,3611,163
1758,1568,258
1758,1711,269
1758,3588,345
1758,4583,640
1758,263,637
1758,36,183
